Layer,Name,GEOID,Longitude,Latitude,TRF_2023
,,,,,"Traffic intensity (distance-weighted vehicles), 2023"
Census tract,Tract 2924,17031292400,-87.72239920,41.85523970,202.24226959069085
Census tract,Tract 2925,17031292500,-87.73224280,41.85516130,183.05887395652945
Census tract,Tract 3005,17031300500,-87.72193930,41.84742510,143.1012341925686
Census tract,Tract 3006,17031300600,-87.71733430,41.84799040,78.35039590862894
Census tract,Tract 3007,17031300700,-87.71245040,41.84807200,63.523866663078365
Census tract,Tract 3008,17031300800,-87.70758180,41.84811080,250.731281856794
Census tract,Tract 3009,17031300900,-87.70269930,41.84817960,205.5666598648364
Census tract,Tract 3011,17031301100,-87.69797340,41.84702900,59.32440461008609
Census tract,Tract 3012,17031301200,-87.69147710,41.84841710,91.76663829601904
Census tract,Tract 3016,17031301600,-87.71225200,41.84075720,78.60999564304305
Census tract,Tract 3017.01,17031301701,-87.71962540,41.84248050,57.790957598132735
Census tract,Tract 3017.02,17031301702,-87.71952440,41.83880620,227.3956300104586
Census tract,Tract 3018.01,17031301801,-87.73505090,41.84165970,55.07865227102863
Census tract,Tract 3018.02,17031301802,-87.72775920,41.84518460,89.89549199447868
Census tract,Tract 3018.03,17031301803,-87.72787080,41.83954970,202.92576011682007
Census tract,Tract 3102,17031310200,-87.64420910,41.85631000,5313.914860564231
Census tract,Tract 3103,17031310300,-87.64897820,41.85614390,1407.521548
Census tract,Tract 3104,17031310400,-87.65226130,41.85650690,58.34114265
Census tract,Tract 3105,17031310500,-87.65474000,41.85524800,43.98504087
Census tract,Tract 3106,17031310600,-87.65956370,41.85633300,74.28424124664241
Census tract,Tract 3107,17031310700,-87.66490610,41.85599030,510.4251944
Census tract,Tract 3108,17031310800,-87.66857370,41.85593370,331.33761499068254
Census tract,Tract 3109,17031310900,-87.67467410,41.85577160,72.92994464343441
Census tract,Tract 3201.01,17031320101,-87.61705900,41.88502590,1789.4207493216531
Census tract,Tract 3201.02,17031320102,-87.62419440,41.88512490,1321.772784762691
Census tract,Tract 3204,17031320400,-87.61725560,41.87581700,1440.083711
Census tract,Tract 3206,17031320600,-87.61659620,41.87055420,960.3387511159342
Census tract,Tract 3301.01,17031330101,-87.61322500,41.85912030,1351.5883625653307
Census tract,Tract 3301.02,17031330102,-87.62398830,41.86357210,917.804475466876
Census tract,Tract 3301.03,17031330103,-87.62341720,41.85647960,812.0555879845781
Census tract,Tract 3302,17031330200,-87.63056800,41.86557830,409.794143538024
Census tract,Tract 3403,17031340300,-87.63578820,41.84280460,3990.352597
Census tract,Tract 3404,17031340400,-87.63203560,41.84188570,5823.85821
Census tract,Tract 3405,17031340500,-87.63291690,41.83451810,2695.274157
Census tract,Tract 3406,17031340600,-87.63265160,41.82728640,2939.249049
Census tract,Tract 3501,17031350100,-87.60794920,41.84025900,483.7195030520198
Census tract,Tract 3504,17031350400,-87.62836950,41.84192910,2148.357004
Census tract,Tract 3510,17031351000,-87.60652820,41.83556750,313.78112249456046
Census tract,Tract 3511,17031351100,-87.61418940,41.82775400,90.41856475791953
Census tract,Tract 3514,17031351400,-87.62409090,41.82740190,355.1392076
Census tract,Tract 3515,17031351500,-87.62773090,41.82724020,1162.3057032211425
Census tract,Tract 3602,17031360200,-87.60988760,41.82688550,172.4453121
Census tract,Tract 3801,17031380100,-87.61009740,41.82020190,81.83550275
Census tract,Tract 3802,17031380200,-87.61498610,41.82057400,115.3738351
Census tract,Tract 3806,17031380600,-87.62293560,41.82015100,519.7486390525463
Census tract,Tract 3812,17031381200,-87.61399920,41.80851140,162.34367828107847
Census tract,Tract 3814,17031381400,-87.62142980,41.80762020,176.4745906
Census tract,Tract 3815,17031381500,-87.62286190,41.81019270,217.0501854
Census tract,Tract 3817,17031381700,-87.62744630,41.80555020,950.2417311
Census tract,Tract 3818,17031381800,-87.62119780,41.80384810,129.50881954213406
Census tract,Tract 3819,17031381900,-87.61388850,41.80395570,102.00975347216996
Census tract,Tract 3901,17031390100,-87.59054490,41.81355450,741.8790853
Census tract,Tract 3902,17031390200,-87.59947650,41.81304100,121.46092239653744
Census tract,Tract 3903,17031390300,-87.60420890,41.81320060,118.8788567677302
Census tract,Tract 3904,17031390400,-87.60405820,41.80592430,97.71931137456636
Census tract,Tract 3905,17031390500,-87.59919870,41.80597810,72.44973048
Census tract,Tract 3906,17031390600,-87.59435040,41.80601810,64.43323388954865
Census tract,Tract 3907,17031390700,-87.58048870,41.80401640,474.0143799522352
Census tract,Tract 4003,17031400300,-87.61127280,41.78975400,179.414184
Census tract,Tract 4004,17031400400,-87.61832110,41.79112610,121.29858812639098
Census tract,Tract 4005,17031400500,-87.62317910,41.79104140,182.27166811306915
Census tract,Tract 4008,17031400800,-87.62055800,41.78286330,167.578580337253
Census tract,Tract 4101,17031410100,-87.58102590,41.80158220,149.11845439275484
Census tract,Tract 4102,17031410200,-87.59426510,41.80167090,9.331026821
Census tract,Tract 4105,17031410500,-87.60374230,41.79783080,84.29337036485626
Census tract,Tract 4106,17031410600,-87.59894220,41.79796870,15.003852092741456
Census tract,Tract 4107,17031410700,-87.59419960,41.79804930,14.75059345
Census tract,Tract 4108,17031410800,-87.58962480,41.79796140,25.862528857535583
Census tract,Tract 4109,17031410900,-87.57809370,41.79670970,286.8799598714714
Census tract,Tract 4110,17031411000,-87.57746200,41.78722670,541.1014846505382
Census tract,Tract 4111,17031411100,-87.58970080,41.79045520,138.0856128398907
Census tract,Tract 4112,17031411200,-87.59401710,41.79056180,29.13613905929364
Census tract,Tract 4201,17031420100,-87.57950420,41.78256890,144.4300689
Census tract,Tract 4202,17031420200,-87.59352080,41.78346800,63.5763047
Census tract,Tract 4203,17031420300,-87.59869700,41.78322410,67.1842768
Census tract,Tract 4204,17031420400,-87.60355840,41.78316990,221.7373325
Census tract,Tract 4205,17031420500,-87.60842610,41.78310020,197.384488513736
Census tract,Tract 4206,17031420600,-87.61327770,41.78301350,47.57570263129556
Census tract,Tract 4207,17031420700,-87.61069330,41.77669140,100.0505780958954
Census tract,Tract 4208,17031420800,-87.60325690,41.77690970,157.80452042454215
Census tract,Tract 4212,17031421200,-87.60894740,41.77066210,190.9032042622776
Census tract,Tract 4301.01,17031430101,-87.57395300,41.76985320,73.40091244787827
Census tract,Tract 4301.02,17031430102,-87.56381430,41.76895280,99.79026009985824
Census tract,Tract 4302,17031430200,-87.58135090,41.76976130,262.32137526320093
Census tract,Tract 4303,17031430300,-87.58936010,41.76971630,348.3166751045348
Census tract,Tract 4304,17031430400,-87.59030980,41.76219610,125.8751499812372
Census tract,Tract 4305,17031430500,-87.58127000,41.76431390,106.53691559019032
Census tract,Tract 4306,17031430600,-87.57137300,41.76441330,54.612706068215566
Census tract,Tract 4307,17031430700,-87.56089030,41.76527160,222.11984078050568
Census tract,Tract 4308,17031430800,-87.57129830,41.76075000,32.35264935004834
Census tract,Tract 4309,17031430900,-87.58118510,41.76064100,57.52314762756261
Census tract,Tract 4312,17031431200,-87.57118430,41.75530110,62.05266335291925
Census tract,Tract 4313.01,17031431301,-87.56018710,41.75353020,102.60812829389972
Census tract,Tract 4313.02,17031431302,-87.56278590,41.75838550,52.96674875554585
Census tract,Tract 4314,17031431400,-87.54655500,41.75720840,145.25067969510127
Census tract,Tract 4401.01,17031440101,-87.60145120,41.74862710,113.43296277284344
Census tract,Tract 4401.02,17031440102,-87.60116360,41.74093560,88.95778540282411
Census tract,Tract 4402.01,17031440201,-87.61007390,41.74820970,156.48900175719035
Census tract,Tract 4402.02,17031440202,-87.60976200,41.74095990,95.21314680019856
Census tract,Tract 4403,17031440300,-87.61954240,41.74372120,852.234915428843
Census tract,Tract 4406,17031440600,-87.61913730,41.73267180,1017.7988744703908
Census tract,Tract 4407,17031440700,-87.60962940,41.73475140,215.3107081742151
Census tract,Tract 4408,17031440800,-87.60332800,41.73171140,214.7124122124692
Census tract,Tract 4409,17031440900,-87.60900570,41.72866900,79.55093058348902
Census tract,Tract 4503,17031450300,-87.57908920,41.74194380,187.45223457929887
Census tract,Tract 4601,17031460100,-87.53672530,41.74783450,82.94333739142604
Census tract,Tract 4602,17031460200,-87.54701010,41.74138720,42.15599641687885
Census tract,Tract 4603.01,17031460301,-87.55636730,41.74002640,33.332141833264146
Census tract,Tract 4603.02,17031460302,-87.55738790,41.74708400,38.086888656401584
Census tract,Tract 4604,17031460400,-87.56369220,41.74449030,89.36406416921137
Census tract,Tract 4605,17031460500,-87.57260410,41.74688190,93.06036641237036
Census tract,Tract 4608,17031460800,-87.55318420,41.73560050,57.332218929939536
Census tract,Tract 4610,17031461000,-87.54654240,41.72739250,77.69355052999998
Census tract,Tract 4701,17031470100,-87.59648940,41.72822070,46.53363236103285
Census tract,Tract 4801,17031480100,-87.57572920,41.73524100,160.75578148605695
Census tract,Tract 4802,17031480200,-87.58988290,41.73512410,290.7680020466908
Census tract,Tract 4803,17031480300,-87.58797250,41.72919400,231.549381
Census tract,Tract 4804,17031480400,-87.57563850,41.72844980,89.63786364158938
Census tract,Tract 4805,17031480500,-87.55909110,41.72760010,86.17636983391827
Census tract,Tract 4902,17031490200,-87.61687420,41.72490950,1020.06840524273
Census tract,Tract 4905,17031490500,-87.61319640,41.71793090,738.4560381929825
Census tract,Tract 4906,17031490600,-87.62833020,41.71797340,2077.452918
Census tract,Tract 4907,17031490700,-87.62836170,41.71073390,770.6942986832454
Census tract,Tract 4908,17031490800,-87.61534690,41.71069020,893.3949288611651
Census tract,Tract 4909.01,17031490901,-87.61626770,41.69605820,47.20511437578608
Census tract,Tract 4909.02,17031490902,-87.61532620,41.70328010,39.33280041478804
Census tract,Tract 4910,17031491000,-87.62805360,41.69976250,44.061445247801416
Census tract,Tract 4911,17031491100,-87.63769940,41.69975310,149.23355707438344
Census tract,Tract 4912,17031491200,-87.63743830,41.68877650,144.532284736107
Census tract,Tract 4913,17031491300,-87.62780360,41.68889690,46.161479506816605
Census tract,Tract 4914,17031491400,-87.61682150,41.68912320,60.26636248755881
Census tract,Tract 5001,17031500100,-87.59502870,41.71468400,1072.5851135414669
Census tract,Tract 5002,17031500200,-87.60030860,41.70085520,47.96656862998815
Census tract,Tract 5003,17031500300,-87.60536980,41.68931500,256.2866714017391
Census tract,Tract 5101,17031510100,-87.55007480,41.71262130,75.56334176702566
Census tract,Tract 5102,17031510200,-87.56004950,41.71426510,152.20985465626282
Census tract,Tract 5103,17031510300,-87.57497710,41.71573730,88.19631415556702
Census tract,Tract 5201,17031520100,-87.52943250,41.72111840,225.8099655
Census tract,Tract 5202,17031520200,-87.54069130,41.71230870,183.580788204314
Census tract,Tract 5203,17031520300,-87.53956290,41.70111390,134.19216289303964
Census tract,Tract 5204,17031520400,-87.53070290,41.70300800,208.33327119405675
Census tract,Tract 5205,17031520500,-87.53087190,41.69311580,59.66711989777375
Census tract,Tract 5206,17031520600,-87.54040000,41.68952040,127.7322499
Census tract,Tract 5301,17031530100,-87.61793950,41.68185220,33.181567353299954
Census tract,Tract 5302,17031530200,-87.63239540,41.68156120,54.47328934481104
Census tract,Tract 5303,17031530300,-87.65175240,41.68131440,669.9037382336277
Census tract,Tract 5304,17031530400,-87.65152670,41.67403970,295.7437845122535
Census tract,Tract 5305.01,17031530501,-87.63216600,41.67427800,40.031858060863975
Census tract,Tract 5305.02,17031530502,-87.62502510,41.66607960,60.76823657
Census tract,Tract 5305.03,17031530503,-87.63753560,41.66420390,186.64921933744384
Census tract,Tract 5306,17031530600,-87.61914580,41.67008820,54.373718594837776
Census tract,Tract 5401.01,17031540101,-87.59936890,41.65072030,43.764980204791854
Census tract,Tract 5401.02,17031540102,-87.60544880,41.66733000,108.2002103303778
Census tract,Tract 5501,17031550100,-87.53597850,41.66318130,83.34188016832739
Census tract,Tract 5502,17031550200,-87.56482700,41.65509740,118.32978236281576
Census tract,Tract 5601,17031560100,-87.74159100,41.81567650,706.0176006
Census tract,Tract 5602,17031560200,-87.74782730,41.81133090,530.6304115320468
Census tract,Tract 5603,17031560300,-87.74798700,41.80390750,273.1800313186597
Census tract,Tract 5604,17031560400,-87.74061440,41.80400620,465.4980406
Census tract,Tract 5607,17031560700,-87.75752020,41.79646260,373.2267069843192
Census tract,Tract 5608,17031560800,-87.77216590,41.79620560,294.6394052483456
Census tract,Tract 5609,17031560900,-87.79165140,41.79577020,488.6800773904733
Census tract,Tract 5610,17031561000,-87.79150330,41.78850220,234.68227710747925
Census tract,Tract 5611,17031561100,-87.77190990,41.78886980,209.6262597752392
Census tract,Tract 5701,17031570100,-87.71891320,41.81620030,382.4881036
Census tract,Tract 5702,17031570200,-87.73071830,41.81437990,248.9632097
Census tract,Tract 5703,17031570300,-87.73079090,41.80414490,208.7956620442284
Census tract,Tract 5704,17031570400,-87.71913050,41.80499210,403.9738206585641
Census tract,Tract 5705,17031570500,-87.73245530,41.79860150,159.13495043001137
Census tract,Tract 5801,17031580100,-87.69074630,41.82805490,362.7332718198575
Census tract,Tract 5802,17031580200,-87.69934780,41.82677180,513.2790060412002
Census tract,Tract 5803,17031580300,-87.70893400,41.82518760,633.5568834
Census tract,Tract 5804,17031580400,-87.70918450,41.81527530,279.44289936025075
Census tract,Tract 5805.01,17031580501,-87.69949620,41.81998600,221.91949866121848
Census tract,Tract 5805.02,17031580502,-87.69931020,41.81456170,143.21226692687182
Census tract,Tract 5806,17031580600,-87.69203140,41.81739780,103.34162143448286
Census tract,Tract 5807,17031580700,-87.68684590,41.81749350,146.65676604290695
Census tract,Tract 5808,17031580800,-87.68664360,41.81021970,291.04982
Census tract,Tract 5905,17031590500,-87.68045960,41.82489780,78.99975734
Census tract,Tract 5906,17031590600,-87.67292440,41.82683320,62.02504796421053
Census tract,Tract 5907,17031590700,-87.66278880,41.82605390,245.63284653957712
Census tract,Tract 6004,17031600400,-87.64393220,41.84171830,824.1670964996508
Census tract,Tract 6006,17031600600,-87.65575100,41.84246850,999.7975263948792
Census tract,Tract 6007,17031600700,-87.66054300,41.84078160,1178.7171957957546
Census tract,Tract 6009,17031600900,-87.65314280,41.83651300,166.3434549142504
Census tract,Tract 6103,17031610300,-87.67510220,41.81617790,134.8497383862107
Census tract,Tract 6104,17031610400,-87.66744910,41.81039840,309.8680617
Census tract,Tract 6108,17031610800,-87.63840460,41.81271190,70.94465702
Census tract,Tract 6112,17031611200,-87.66244140,41.80499390,193.3462727429851
Census tract,Tract 6113,17031611300,-87.66730390,41.80493620,178.15752626984732
Census tract,Tract 6114,17031611400,-87.67216610,41.80489290,57.94072457406208
Census tract,Tract 6115,17031611500,-87.67873100,41.80538190,109.6413659714636
Census tract,Tract 6116,17031611600,-87.67689800,41.79763290,76.65876034688182
Census tract,Tract 6117,17031611700,-87.67197620,41.79759910,91.878483741211
Census tract,Tract 6118,17031611800,-87.66711380,41.79764770,207.04703710068028
Census tract,Tract 6119,17031611900,-87.65955520,41.79853750,224.6287166443548
Census tract,Tract 6120,17031612000,-87.65253600,41.79784660,81.52498843802486
Census tract,Tract 6121,17031612100,-87.64768080,41.79791280,187.3746461
Census tract,Tract 6122,17031612200,-87.65271940,41.80487610,54.82155791626048
Census tract,Tract 6201,17031620100,-87.71802570,41.79801750,140.67262285706153
Census tract,Tract 6202,17031620200,-87.72923390,41.79552150,177.19918799857743
Census tract,Tract 6203,17031620300,-87.73044380,41.78950250,178.40897573575973
Census tract,Tract 6204,17031620400,-87.71816820,41.78963820,182.9334980673364
Census tract,Tract 6303,17031630300,-87.70863780,41.79886200,169.47197134077993
Census tract,Tract 6304,17031630400,-87.69878110,41.79725450,144.5666949590644
Census tract,Tract 6305,17031630500,-87.68901710,41.79742790,138.6294668847042
Census tract,Tract 6306,17031630600,-87.68885240,41.80120950,127.38638034163075
Census tract,Tract 6308,17031630800,-87.69857250,41.78996520,139.46931162118355
Census tract,Tract 6309,17031630900,-87.70836550,41.78981140,127.1257576066103
Census tract,Tract 6401,17031640100,-87.73986080,41.78191960,542.5704159
Census tract,Tract 6403,17031640300,-87.77163530,41.78153210,138.577711217462
Census tract,Tract 6404,17031640400,-87.79124740,41.78117840,79.8452685996755
Census tract,Tract 6405,17031640500,-87.79098790,41.77568250,186.60351462695075
Census tract,Tract 6406,17031640600,-87.77142980,41.77603620,189.06950678540488
Census tract,Tract 6407,17031640700,-87.75193560,41.77641110,246.07629441855667
Census tract,Tract 6408,17031640800,-87.73974220,41.77482410,444.5367168951085
Census tract,Tract 6501,17031650100,-87.71785490,41.78237660,195.69306052828964
Census tract,Tract 6502,17031650200,-87.73022520,41.78222210,170.2800316762226
Census tract,Tract 6503.01,17031650301,-87.72999160,41.77492750,164.37373346698922
Census tract,Tract 6503.02,17031650302,-87.71773310,41.77509310,154.51007009588676
Census tract,Tract 6504,17031650400,-87.71716510,41.76531180,200.5830121864693
Census tract,Tract 6505,17031650500,-87.73203520,41.76221870,135.33634678767328
Census tract,Tract 6603.01,17031660301,-87.69828720,41.77995410,202.2530834
Census tract,Tract 6603.02,17031660302,-87.69839260,41.78359570,98.43295869028654
Census tract,Tract 6604,17031660400,-87.70804410,41.78253210,123.08606926886333
Census tract,Tract 6605,17031660500,-87.70792710,41.77524610,137.28009992935563
Census tract,Tract 6606,17031660600,-87.69334060,41.77728730,159.76491856566366
Census tract,Tract 6607,17031660700,-87.68109550,41.77384520,206.85489561358384
Census tract,Tract 6608,17031660800,-87.69326560,41.77364130,101.50569250264148
Census tract,Tract 6609,17031660900,-87.69906300,41.76781910,203.714790218466
Census tract,Tract 6610,17031661000,-87.68504690,41.76181770,241.23327494112047
Census tract,Tract 6611,17031661100,-87.70266360,41.76078640,168.17002528102515
Census tract,Tract 6701,17031670100,-87.65720840,41.79049370,162.55522367946628
Census tract,Tract 6702,17031670200,-87.66206270,41.79042470,292.3423139
Census tract,Tract 6703,17031670300,-87.66691670,41.79035760,319.43748514351205
Census tract,Tract 6704,17031670400,-87.67176980,41.79029960,173.7111312
Census tract,Tract 6705,17031670500,-87.67640440,41.78657800,147.9552105
Census tract,Tract 6706,17031670600,-87.67157720,41.78300540,61.90181045448843
Census tract,Tract 6707,17031670700,-87.66673150,41.78306860,155.97268711477636
Census tract,Tract 6708,17031670800,-87.66187900,41.78314420,176.59923673630334
Census tract,Tract 6709,17031670900,-87.65702200,41.78321240,82.61715031777302
Census tract,Tract 6711,17031671100,-87.66171590,41.77677710,151.9958093
Census tract,Tract 6712,17031671200,-87.66658230,41.77669930,153.077122
Census tract,Tract 6713,17031671300,-87.67134930,41.77390150,46.626914322656255
Census tract,Tract 6714,17031671400,-87.67622890,41.77379210,61.09345968021181
Census tract,Tract 6715,17031671500,-87.66963150,41.76817220,121.51213412709131
Census tract,Tract 6716,17031671600,-87.66151130,41.76949990,182.27397464634143
Census tract,Tract 6718,17031671800,-87.65644810,41.76140100,67.74828265
Census tract,Tract 6719,17031671900,-87.66128020,41.76132560,291.8257905
Census tract,Tract 6720,17031672000,-87.67112810,41.76119830,133.6117019972682
Census tract,Tract 6805,17031680500,-87.65235240,41.79056390,186.4323054
Census tract,Tract 6806,17031680600,-87.65216520,41.78328110,83.33025356
Census tract,Tract 6809,17031680900,-87.63763040,41.77643050,1214.4519457235936
Census tract,Tract 6810,17031681000,-87.64954790,41.77603980,121.60535554279052
Census tract,Tract 6811,17031681100,-87.64935950,41.76876650,97.3685861292864
Census tract,Tract 6812,17031681200,-87.63849760,41.76918930,96.24465786772632
Census tract,Tract 6813,17031681300,-87.63984230,41.76118070,145.3216180560953
Census tract,Tract 6814,17031681400,-87.64917060,41.76152230,120.07497816478173
Census tract,Tract 6903,17031690300,-87.62900930,41.76866930,3764.0300926420496
Census tract,Tract 6904,17031690400,-87.62020390,41.76925900,1411.1966764378055
Census tract,Tract 6905,17031690500,-87.61210310,41.76817940,145.3766764
Census tract,Tract 6909,17031690900,-87.61034470,41.76214240,118.66901969129644
Census tract,Tract 6910,17031691000,-87.62001510,41.76196540,511.69914158593326
Census tract,Tract 6911,17031691100,-87.62987210,41.76171350,998.9718124913256
Census tract,Tract 6912,17031691200,-87.63041130,41.75262080,590.8037162149276
Census tract,Tract 6913,17031691300,-87.61984720,41.75468110,486.4290820290648
Census tract,Tract 6914,17031691400,-87.61016850,41.75484550,170.21633184595134
Census tract,Tract 6915,17031691500,-87.60026660,41.75505280,195.2291864803987
Census tract,Tract 7001,17031700100,-87.69530910,41.75359350,290.986800225466
Census tract,Tract 7002,17031700200,-87.72378400,41.75298930,283.82003261774486
Census tract,Tract 7003.01,17031700301,-87.73171170,41.74562250,197.40702683615064
Census tract,Tract 7003.02,17031700302,-87.73130640,41.73836520,297.8075948539385
Census tract,Tract 7004.01,17031700401,-87.71203550,41.74553720,241.64959185973888
Census tract,Tract 7004.02,17031700402,-87.71182340,41.73823020,257.06104892844195
Census tract,Tract 7005.01,17031700501,-87.69034230,41.74621330,221.63416628667247
Census tract,Tract 7005.02,17031700502,-87.68876830,41.73885220,208.77921345695097
Census tract,Tract 7101,17031710100,-87.64197130,41.75339180,152.8072544
Census tract,Tract 7102,17031710200,-87.65142520,41.75511310,68.1537515055987
Census tract,Tract 7103,17031710300,-87.66110570,41.75404850,196.5608943
Census tract,Tract 7104,17031710400,-87.67093280,41.75391840,110.83348449293509
Census tract,Tract 7105,17031710500,-87.67078740,41.74753160,135.7689929420094
Census tract,Tract 7106,17031710600,-87.66094340,41.74766000,194.63665118558023
Census tract,Tract 7107,17031710700,-87.65688400,41.74711000,103.45020140062572
Census tract,Tract 7108,17031710800,-87.64881260,41.74783660,129.75913186607826
Census tract,Tract 7109,17031710900,-87.63968930,41.74214610,197.79083242852727
Census tract,Tract 7110,17031711000,-87.64858110,41.73964360,153.27031999984632
Census tract,Tract 7111,17031711100,-87.65830020,41.73950160,212.34878089572229
Census tract,Tract 7112,17031711200,-87.66982520,41.74055610,149.13360455771283
Census tract,Tract 7113,17031711300,-87.66728550,41.73350440,324.5220526497948
Census tract,Tract 7114,17031711400,-87.65211680,41.73366140,319.3886183107769
Census tract,Tract 7115,17031711500,-87.63868880,41.73244020,200.22384020623943
Census tract,Tract 7201,17031720100,-87.67473550,41.72761640,153.8750724534091
Census tract,Tract 7202,17031720200,-87.66605450,41.71304170,136.81670177021545
Census tract,Tract 7203,17031720300,-87.67714390,41.71391980,183.96462075459445
Census tract,Tract 7204,17031720400,-87.68666860,41.70999180,130.91719967335032
Census tract,Tract 7205,17031720500,-87.68910110,41.70283530,153.29517059328856
Census tract,Tract 7206,17031720600,-87.67720700,41.70277640,180.0866406737138
Census tract,Tract 7207,17031720700,-87.66513880,41.70310710,85.8430196584803
Census tract,Tract 7301,17031730100,-87.63842560,41.72519520,174.99510570042244
Census tract,Tract 7302.01,17031730201,-87.65790160,41.72686250,140.58661283503463
Census tract,Tract 7302.02,17031730202,-87.64854250,41.72642990,169.31418166348425
Census tract,Tract 7303,17031730300,-87.66456670,41.72746930,175.7181702
Census tract,Tract 7304,17031730400,-87.65264790,41.71784080,678.5047029279681
Census tract,Tract 7305,17031730500,-87.63813770,41.71426530,1251.1714112883888
Census tract,Tract 7306,17031730600,-87.65048570,41.71060030,1038.9457321199448
Census tract,Tract 7307,17031730700,-87.65007930,41.70308170,517.5669748284084
Census tract,Tract 7401,17031740100,-87.69860830,41.69728590,265.2480319058442
Census tract,Tract 7402,17031740200,-87.71270570,41.70470170,176.58918617221784
Census tract,Tract 7403,17031740300,-87.71072330,41.69506940,150.73938315834053
Census tract,Tract 7404,17031740400,-87.71931580,41.68723910,100.49748863789776
Census tract,Tract 7501,17031750100,-87.65202830,41.69583450,787.4322171805137
Census tract,Tract 7502,17031750200,-87.67142470,41.69566470,235.79541798215607
Census tract,Tract 7503,17031750300,-87.68617260,41.69539110,150.1807363752834
Census tract,Tract 7504,17031750400,-87.68507100,41.68565660,154.86660211821243
Census tract,Tract 7505,17031750500,-87.67123340,41.68461540,303.50107447267715
Census tract,Tract 7506,17031750600,-87.65204930,41.68863120,507.837584439152
Census tract,Tract 7608.01,17031760801,-87.84484950,41.98348670,404.9084286311152
Census tract,Tract 7608.02,17031760802,-87.84262100,41.95612680,262.7614608
Census tract,Tract 7608.03,17031760803,-87.84413560,41.97534080,83.69644569799345
Census tract,Tract 7705,17031770500,-87.94474330,42.00800630,592.3959761881044
Census tract,Tract 7706.02,17031770602,-87.90749730,42.01191100,503.5066838946997
Census tract,Tract 7707,17031770700,-87.86941970,41.98543570,1908.3088584430427
Census tract,Tract 7708,17031770800,-87.86642260,41.96331970,764.6677941783782
Census tract,Tract 7709.01,17031770901,-87.81686040,41.97055600,177.4707658662917
Census tract,Tract 7709.02,17031770902,-87.83618060,41.97006020,174.05513858617363
Census tract,Tract 8104,17031810400,-87.82943870,41.98757370,548.9751802446664
Census tract,Tract 8105.01,17031810501,-87.82598630,41.96028070,130.8116987028906
Census tract,Tract 8105.02,17031810502,-87.81045920,41.95958470,237.90365209598505
Census tract,Tract 8106,17031810600,-87.79610020,41.96422460,163.7332640508668
Census tract,Tract 8233.04,17031823304,-87.70275070,41.68142960,107.81469288433412
Census tract,Tract 8305,17031830500,-87.71931990,41.82912460,284.76883786866216
Census tract,Tract 8306,17031830600,-87.67357380,42.00169800,180.57008289404257
Census tract,Tract 8307,17031830700,-87.66076460,41.95830350,157.64625195117324
Census tract,Tract 8308,17031830800,-87.67657750,41.96514130,47.07687517865696
Census tract,Tract 8309,17031830900,-87.68490650,41.92842450,3511.8639613676846
Census tract,Tract 8310,17031831000,-87.67699660,41.91479810,840.5661737998481
Census tract,Tract 8311,17031831100,-87.71749550,41.94285590,2606.4498192766014
Census tract,Tract 8312,17031831200,-87.73226000,41.91532140,131.35397990609272
Census tract,Tract 8313,17031831300,-87.74425960,41.90776620,526.8591007
Census tract,Tract 8314,17031831400,-87.75608840,41.86911880,1819.9777387095744
Census tract,Tract 8315,17031831500,-87.78800670,41.92759500,87.5416400459828
Census tract,Tract 8316,17031831600,-87.79761480,41.92561050,165.85860833509105
Census tract,Tract 8317,17031831700,-87.74525460,41.95265370,640.1406286
Census tract,Tract 8318,17031831800,-87.71648740,41.97822380,142.18151557451432
Census tract,Tract 8319,17031831900,-87.66879070,41.94516900,178.00644352059211
Census tract,Tract 8320,17031832000,-87.65429820,41.94629410,42.67074025
Census tract,Tract 8321,17031832100,-87.65324140,41.95282150,258.8085578527273
Census tract,Tract 8322,17031832200,-87.67997460,41.92047990,2447.357468932806
Census tract,Tract 8323,17031832300,-87.67278070,41.91982640,4210.482129
Census tract,Tract 8324,17031832400,-87.69225650,41.91574110,184.5447435498195
Census tract,Tract 8325,17031832500,-87.66479620,41.92223040,224.5366260979244
Census tract,Tract 8326,17031832600,-87.65446540,41.91475410,130.2712922662214
Census tract,Tract 8329,17031832900,-87.66193490,41.87417510,1074.6140205353383
Census tract,Tract 8330,17031833000,-87.65724880,41.88528630,3228.0945145739934
Census tract,Tract 8331,17031833100,-87.65704590,41.87907780,2732.079546824692
Census tract,Tract 8333,17031833300,-87.65412370,41.87169450,745.8953279999998
Census tract,Tract 8339,17031833900,-87.54742260,41.73103210,31.87083766055722
Census tract,Tract 8340,17031834000,-87.62943200,41.72739380,1760.580850458936
Census tract,Tract 8342,17031834200,-87.58360690,41.75556760,187.01640074513108
Census tract,Tract 8343,17031834300,-87.59178800,41.74583480,150.725207572008
Census tract,Tract 8344,17031834400,-87.59630300,41.77695040,32.86639434985126
Census tract,Tract 8345,17031834500,-87.62536180,41.78603200,399.7292885
Census tract,Tract 8346,17031834600,-87.63430570,41.78724630,3701.8678545235466
Census tract,Tract 8347,17031834700,-87.64503340,41.79069030,230.93296018629903
Census tract,Tract 8348,17031834800,-87.64508830,41.78363360,118.90990823070166
Census tract,Tract 8349,17031834900,-87.65673610,41.77229860,78.1859405708504
Census tract,Tract 8350,17031835000,-87.68604920,41.78284950,152.84583724226007
