,lat,long,copyright,date,pano_id,status,id
0,48.85784241890003,2.295176405676472,© Google,2016-10,f9Pj1blVy0SDteDwNQGWyw,OK,I0
1,41.78302569512424,-87.59470506510603,© Google,2022-06,Bc8AUHWJbZbZcWbWXxDuTQ,OK,I1
